"1,000kg"	数値表現-寸法表現-重量
佐々木隆宏	名前-人名
佐々木麻緒	名前-人名
佐世保地方隊	名前-組織名-軍隊名
佐世保市	名前-地名-GPE-市区町村名
佐久間正英	名前-人名
佐伯祐里	名前-人名
佐倉駅	名前-施設名-GOE-駅名-電車駅名
佐分利流	名前-組織名-組織名_その他
佐和隆光	名前-人名
佐土原藩	名前-地名-GPE-GPE_その他
佐戸井けん太	名前-人名
佐田の山晋松	名前-人名
佐田玲子	名前-人名
佐竹氏	名前-組織名-組織名_その他
佐竹義利	名前-人名
佐良山駅	名前-施設名-GOE-駅名-電車駅名
佐藤ヒロシ	名前-人名
佐藤久佳	名前-人名
佐藤二朗	名前-人名
佐藤俊吉	名前-人名
佐藤健二	名前-人名
佐藤優	名前-人名
佐藤優 (外交官)	名前-人名
佐藤出帆	名前-人名
佐藤勝	名前-人名
佐藤勝彦	名前-人名
佐藤可士和	名前-人名
佐藤大	名前-人名
佐藤幸夫	名前-人名
佐藤幹夫	名前-人名
佐藤康光	名前-人名
佐藤康彦	名前-人名
佐藤忠志	名前-人名
佐藤慎二	名前-人名
佐藤慶季	名前-人名
佐藤春夫	名前-人名
佐藤春夫記念館	名前-施設名-GOE-美術博物館名
佐藤栄作	名前-人名
佐藤水産	名前-組織名-企業名
佐藤派五奉行	名前-組織名-組織名_その他
佐藤浩太郎	名前-人名
佐藤浩美	名前-人名
佐藤満	名前-人名
佐藤直紀	名前-人名
佐藤真理子	名前-人名
佐藤真理子 (翻訳家)	名前-人名
佐藤竜雄	名前-人名
佐藤義則	名前-人名
佐藤翼	名前-人名
佐藤茂	名前-人名
佐藤製薬	名前-組織名-企業名
佐藤謙一郎	名前-人名
佐藤賢一	名前-人名
佐藤賢了	名前-人名
佐藤里佳	名前-人名
佐藤隆太	名前-人名
佐賀の七賢人	名前-組織名-組織名_その他
佐賀シティビジョン	名前-組織名-企業名
佐賀城	名前-施設名-記念碑名
佐賀市	名前-地名-GPE-市区町村名
佐賀市立野球場	名前-施設名-施設名_その他
佐賀平野	名前-地名-地形名-陸上地形名
佐賀球場	名前-施設名-施設名_その他
佐賀県	名前-地名-GPE-都道府県州名
佐賀県営森林公園野球場	名前-施設名-施設名_その他
佐賀県総合運動場陸上競技場	名前-施設名-施設名_その他
佐賀線	名前-施設名-路線名-電車路線名
佐賀郡	名前-地名-GPE-群名
佐賀駅	名前-施設名-GOE-駅名-電車駅名
佐野元春	名前-人名
佐野史郎	名前-人名
佐野市駅	名前-施設名-GOE-駅名-電車駅名
佐野瑞樹	名前-人名
佐野瑞樹 (アナウンサー)	名前-人名
佐野駅	名前-施設名-GOE-駅名-電車駅名
体幹筋	名前-自然物名-生物名-動物部位名
体育	名前-製品名-学問名
作家	名前-職業名
作曲家	名前-職業名
作画監督	名前-職業名
作詞家	名前-職業名
佩文韻府	名前-製品名-芸術名-文学名
侍中	名前-称号名-地位名
侠道会	名前-組織名-組織名_その他
侯孝賢	名前-人名
侵略戦争	名前-イベント名-戦争名
保健医療学部	名前-組織名-組織名_その他
保利茂	名前-人名
保土ヶ谷区	名前-地名-GPE-市区町村名
保坂義忠	名前-人名
保安庁	名前-組織名-政府組織名
保育士	名前-職業名
信南交通	名前-組織名-企業名
信濃	名前-地名-GPE-GPE_その他
信濃国	名前-地名-GPE-GPE_その他
信濃地方	名前-地名-地名_その他
信濃境駅	名前-施設名-GOE-駅名-電車駅名
信用金庫	名前-組織名-企業名
信貞	名前-人名
信貴山城	名前-施設名-記念碑名
信長の野望Online	名前-製品名-製品名_その他
修	名前-人名
修士 (学位)	名前-製品名-製品名_その他
修士号	名前-称号名-地位名
修士課程	名前-イベント名-催し物名-催し物名_その他
修業年限	時間表現-期間-期間_その他
修道司祭	名前-称号名-地位名
修道士	名前-称号名-地位名
俳人	名前-職業名
俳優	名前-職業名
俵美術館	名前-施設名-GOE-美術博物館名
俺たちに明日はない	名前-製品名-芸術名-映画名
倉吉市	名前-地名-GPE-市区町村名
倉吉駅	名前-施設名-GOE-駅名-電車駅名
倉敷市	名前-地名-GPE-市区町村名
倉敷駅	名前-施設名-GOE-駅名-電車駅名
倉本聰	名前-人名
倉本裕基	名前-人名
倉田信雄	名前-人名
個人情報保護審議会	名前-イベント名-催し物名-会議名
個人情報保護関連五法	名前-製品名-規則名
倭姫命	名前-人名
健康障害	名前-病気名
健康食品	名前-製品名-食べ物名
側用人	名前-称号名-地位名
偵察機	名前-製品名-乗り物名-飛行機名
偵察衛星	名前-製品名-乗り物名-宇宙船名
備中川面駅	名前-施設名-GOE-駅名-電車駅名
備中広瀬駅	名前-施設名-GOE-駅名-電車駅名
備中神代駅	名前-施設名-GOE-駅名-電車駅名
備中箕島駅	名前-施設名-GOE-駅名-電車駅名
備中高松駅	名前-施設名-GOE-駅名-電車駅名
備中高梁駅	名前-施設名-GOE-駅名-電車駅名
備前一宮駅	名前-施設名-GOE-駅名-電車駅名
備前三門駅	名前-施設名-GOE-駅名-電車駅名
備前原駅	名前-施設名-GOE-駅名-電車駅名
備前市	名前-地名-GPE-市区町村名
備前焼	名前-製品名-製品名_その他
備前片上駅	名前-施設名-GOE-駅名-電車駅名
備前片岡駅	名前-施設名-GOE-駅名-電車駅名
備前田井駅	名前-施設名-GOE-駅名-電車駅名
備前西市駅	名前-施設名-GOE-駅名-電車駅名
催涙弾	名前-製品名-武器名
債券	名前-製品名-製品名_その他
傾斜生産	名前-製品名-政策計画名
僕らの音楽	名前-製品名-芸術名-番組名
僕らの音楽-OUR MUSIC-	名前-製品名-芸術名-番組名
僧帽弁	名前-自然物名-生物名-動物部位名
僧帽弁逸脱症	名前-病気名
億万のココロ・愛しのマネー$伝説	名前-製品名-芸術名-番組名
儒城温泉	名前-地名-地形名-河川湖沼名
優駿牝馬	名前-イベント名-催し物名-大会名
優駿牝馬（オークス）	名前-イベント名-催し物名-大会名
元	名前-組織名-政府組織名
元 (王朝)	名前-組織名-政府組織名
元亀	時間表現-時間-時代表現
元井太郎	名前-人名
元住吉駅	名前-施設名-GOE-駅名-電車駅名
元和5年	時間表現-時間-日付表現
元均	名前-人名
元弘	時間表現-時間-時代表現
元弘の乱	名前-イベント名-イベント名_その他
元明天皇	名前-人名
元朝	名前-組織名-政府組織名
元正天皇	名前-人名
元老院	名前-組織名-政府組織名
元良誠三	名前-人名
元赤坂	名前-地名-地名_その他
元顕	名前-人名
先込め	名前-製品名-方式制度名
光GENJI	名前-組織名-組織名_その他
光とともに…	名前-製品名-出版物名-出版物名_その他
光とともに…	名前-製品名-芸術名-番組名
光の小次郎	名前-製品名-芸術名-文学名
光仁天皇	名前-人名
光厳天皇	名前-人名
光吉猛修	名前-人名
光年	名前-単位名-単位名_その他
光復会	名前-組織名-政党名
光明皇后	名前-人名
光源氏	名前-人名
光緒	時間表現-時間-時代表現
光速度	数値表現-寸法表現-速度
光野道夫	名前-人名
光電子工学	名前-製品名-学問名
児島郡	名前-地名-GPE-群名
児島駅	名前-施設名-GOE-駅名-電車駅名
児玉清	名前-人名
児玉誉士夫	名前-人名
児玉郡	名前-地名-GPE-群名
児童映画	名前-製品名-芸術名-映画名
児童買春	名前-製品名-罪名
兜	名前-製品名-衣服名
入国管理局	名前-施設名-GOE-公共機関名
入江昭	名前-人名
入江相政	名前-人名
入江雅人	名前-人名
入間市	名前-地名-GPE-市区町村名
全ギリシャ社会主義運動	名前-イベント名-イベント名_その他
全但バス	名前-組織名-企業名
全国こども電話相談室	名前-製品名-芸術名-番組名
全国植樹祭	名前-イベント名-催し物名-催し物名_その他
全国歌謡ベストテン	名前-製品名-芸術名-番組名
全国漢字教育推進総連合会	名前-組織名-協会名
全国障害者スポーツ大会	名前-イベント名-催し物名-大会名
全国高等学校野球選手権大会	名前-イベント名-催し物名-大会名
全斗煥	名前-人名
全日本GT選手権	名前-イベント名-催し物名-大会名
全日本プロトーナメント	名前-イベント名-催し物名-大会名
全日本プロレス	名前-組織名-競技グループ名
全日本合唱コンクール	名前-イベント名-催し物名-大会名
全漢俊	名前-人名
全米図書賞	名前-製品名-賞名
八ヶ岳連峰	名前-地名-地形名-陸上地形名
八代駅	名前-施設名-GOE-駅名-電車駅名
八尾の戦い	名前-イベント名-戦争名
八峯テレビ	名前-組織名-企業名
八幡平駅	名前-施設名-GOE-駅名-電車駅名
八幡浜駅	名前-施設名-GOE-駅名-電車駅名
八幡西区	名前-地名-GPE-市区町村名
八戸市	名前-地名-GPE-市区町村名
八戸駅	名前-施設名-GOE-駅名-電車駅名
八木亜希子	名前-人名
八木宏之	名前-人名
八木沼純子	名前-人名
八柏龍紀	名前-人名
八波一起のTVイーハトーブ	名前-製品名-芸術名-番組名
八浜駅	名前-施設名-GOE-駅名-電車駅名
八潮JCT	名前-地名-地名_その他
八潮ジャンクション	名前-地名-地名_その他
八潮高等学校	名前-施設名-GOE-学校名
八王子市	名前-地名-GPE-市区町村名
八王子駅	名前-施設名-GOE-駅名-電車駅名
八田知家	名前-人名
八甲田山死の彷徨	名前-製品名-出版物名-出版物名_その他
八重山支庁	名前-施設名-GOE-公共機関名
八重山毎日新聞	名前-製品名-出版物名-新聞名
八重山郡	名前-地名-GPE-群名
八雲駅	名前-施設名-GOE-駅名-電車駅名
八鹿駅	名前-施設名-GOE-駅名-電車駅名
公共広告機構	名前-組織名-協会名
公安委員会	名前-組織名-政府組織名
公家	名前-称号名-地位名
公式令	名前-製品名-規則名
公所川	名前-地名-地形名-河川湖沼名
公所川橋	名前-施設名-路線名-橋名
公文俊平	名前-人名
公文式	名前-施設名-GOE-学校名
公文式	名前-製品名-規則名
公文教育研究会	名前-組織名-企業名
公民	名前-製品名-学問名
公用語	名前-製品名-言語名
公立	名前-施設名-GOE-学校名
公立大学	名前-施設名-GOE-学校名
公立学校	名前-施設名-GOE-学校名
公衆衛生	名前-製品名-学問名
公衆電話	名前-製品名-製品名_その他
公開買付け	名前-製品名-方式制度名
六人の会	名前-組織名-組織名_その他
六月の蛇	名前-製品名-芸術名-映画名
六本木	名前-地名-地名_その他
六波羅探題	名前-職業名
六神合体ゴッドマーズ	名前-製品名-芸術名-番組名
共和制	名前-製品名-方式制度名
共和政ローマ	名前-地名-GPE-GPE_その他
共犯独立性説	名前-製品名-主義思想名
共産主義	名前-製品名-主義思想名
共立	名前-組織名-企業名
兵	名前-称号名-地位名
兵庫県道104号物部養父線	名前-施設名-路線名-道路名
兵庫県道10号和田山出石線	名前-施設名-路線名-道路名
兵庫県道251号赤花薬王寺線	名前-施設名-路線名-道路名
兵庫県道255号上村養父線	名前-施設名-路線名-道路名
兵庫県道274号岡田林垣線	名前-施設名-路線名-道路名
兵庫県道31号福良江井岩屋線	名前-施設名-路線名-道路名
兵庫県道466号鮎原一宮線	名前-施設名-路線名-道路名
兵庫県道66号津名五色三原線	名前-施設名-路線名-道路名
兵庫県道・京都府道63号山東大江線	名前-施設名-路線名-道路名
兵蔵騒動	名前-イベント名-イベント名_その他
兵部卿宮	名前-人名
兵頭二十八	名前-人名
兼子一	名前-人名
兼田睦美	名前-人名
内分泌器	名前-自然物名-生物名-生物名_その他
内分泌器系	名前-自然物名-生物名-生物名_その他
内堀通り	名前-施設名-路線名-道路名
内外タイムス	名前-製品名-出版物名-新聞名
内宮	名前-施設名-GOE-神社寺名
内山理名	名前-人名
内村光良	名前-人名
内海賢二	名前-人名
内田常雄	名前-人名
内田康夫	名前-人名
内田有紀	名前-人名
内田隆三	名前-人名
内田魯庵	名前-人名
内藤湖南	名前-人名
円	名前-単位名-通貨名
円谷プロ	名前-組織名-企業名
円谷英二	名前-人名
冒険!CHEERS!!	名前-製品名-芸術名-番組名
写真家	名前-職業名
写研	名前-組織名-企業名
冤罪	名前-製品名-罪名
冨田勲	名前-人名
冬	時間表現-時間-日付表現
冬のソナタ	名前-製品名-芸術名-番組名
冬季ねあ	名前-人名
冬柴鐵三	名前-人名
冬虫夏草	名前-自然物名-生物名-生物名_その他
冬馬由美	名前-人名
冲帝	名前-人名
冲帝 (漢)	名前-人名
准三后	名前-称号名-地位名
凱旋門	名前-施設名-記念碑名
凱旋門賞	名前-イベント名-催し物名-大会名
出世景清	名前-製品名-芸術名-公演名
出久根達郎	名前-人名
出光元	名前-人名
出口汪	名前-人名
出口王仁三郎	名前-人名
出口裕弘	名前-人名
出島の三学者	数値表現-個数-人数
出川哲朗	名前-人名
出没!アド街ック天国	名前-製品名-芸術名-番組名
出渕裕	名前-人名
出版社	名前-組織名-企業名
出石城	名前-施設名-記念碑名
